Thread Content
"I have to rod the drains in the afternoon to find out, one was repaired just a few years ago, so either new roots, or something else blocked the mouth of it. The other is old and in bed rock and I will bet it is tree roots and unfortunately I very much doubt I will be able to fix that one without getting in a digger. I very much doubt compaction in these 2 cases as they are both blocked in under trees at their mouths. Hopefully the main one will be an easy fix and might even alleviate the backlog from the other drain 🤞"
"Getting some good of the newer one, but still not fully clear. View attachment 20231012_142950.mp4"
Spraying the winter wheat with Stomp and DFF.
What kind of seeding rate should dawsum  going  in now be at?
I’d be sowing 375 - 400 seeds/m2
"Ploughing for wheat after beans, it is far from ideal."
Dawsum going in at 170 Kg/ Ha.
"late nights and early mornings getting through it, torp going in for a customer 360 seeds m2 tonight"
"ground is better today than last week, I think"
Hoping to get 9ha done by noon.
"Have the last 32 acres of wheat to go in this morning and of course the main ram broke on the drill last night !! Hopefully be going by 9:30 , it’s a quick field to work and I have about 5 acres ready to sow . Will need until 1 to get it in but think rain to us to hit a little earlier"
"Into the 3rd field, but will have to go back and plough the headlands when sown."
"Ploughing up nice. We are holding still here. 18mm due to start shortly, 36mm for tomorrow and small amounts of rain till Monday when it let's it down again according yr.no."
"Just finished ploughing a heavier field destined for wheat, was committed to turning it over because it’s had chicken litter. It needs a dry day before sowing, never mind a soaking just after the drill leaves. Weather forecasting is a pain, at the end of last week, all this week here was to be dry…then it changed to rain on Thursday- so we spread the dung at the weekend- plough Monday, dry out Tuesday and sow Wednesday was the plan 🤬"
"Been threatening the last hour but it looks like you'll get away with it, presuming ye got your drill sorted in time. We got 27 acres of Graham sown this morning @ 170kg/ha into bean stubble that had only been sprayed off Thursday, a bit dirty but it's done."
"Got 33 acres of champion in , didn’t get going sowing until 11 and just got out the gate at 2:20 before it started spilling rain, if we had another run around the field I don’t think we would have pulled the drill around , headland we’re tacky enough after the hedgecutter man but came up ok and upped the seed rate to 220kg to compensate for any losses."
can ya use the furrow press yokes with two ploughs
"I don't really understand the question, but if I am understanding you correctly. No the Packomat is connected to a plough and it is a big job to plumb a plough to take it, it is not a massive job to take it off the plough, but the plough would still have all the pipes and extra reinforcement on the headstock."
"sorry,, i mean in tandem ploughing.."
"Yeah no extra issues running 2 Packomat ploughs over 2 ordinary ploughs, other than that they are wide on the headlands so in corners it will get slightly more crowded than with 2 ordinary ploughs."
"gone said: Yeah no extra issues running 2 Packomat ploughs over 2 ordinary ploughs, other than that they are wide on the headlands so in corners it will get slightly more crowded than with 2 ordinary ploughs. Click to expand... Think  meaning is the packer that gets dropped off at the end of the run & collected on entry to the next run. What you are running with stays connected to the plough, & just swings over with the plough?"
"Yeah, the packer stays on the plough, even when turning on the headlands."
As opposed to the older style trailed plough press that gets dropped and hooked up again at every headland as used by @Crops and myself. Tandem ploughing is not possible in my scenario.
"Few fields local, will be worse tomorrow."
14hours difference in planting between the green in the distance and the just emerged in the foreground. Photo doesn’t really do it justice
"Believe it or not there is a nice bit of sowing happening around here this evening. Two places would be dry out and regardless of how the weather this week pans out it will be grand, one other place a good bit heavier"
I got a video of oats going in in Kilkenny today and barley in north Wexford yesterday. You wouldn’t do it here but it’s good to see.
"fortnight yesterday since it was sowed, glad to see it appear"
Got a start made today Not all dry tho
Evening In people’s opinions and experience how much hardship will wheat take sowed in to nice conditions x rape but springs and high volumes of unwanted rain ya would hardly walk it sowed 2 weeks soon I know if barley was sowed there it be a write off !!
Under the right conditions old varieties of wheat would survive ten days under water but that was in ploughing after beet . Show pony five tonne varieties would die in a damp shed .
"Speaking from experience of water logging, I would consider wheat to have at least 3 times the toughness of barley in wet conditions. It doesn’t matter if the barley is 2 row, 6 row or the newest much advertised hybrid, wheat is the man, barley is a child compared to it. In terms of survival, if seeds have germinated before the seedbed gets really wet then they have a much greater chance of surviving than if they hadn’t germinated. Deeper sowing has made a big difference here this year, shallower seeds were up quicker and more likely to survive. Keep an eye on crows, I’ve seen wheat in very wet patches due to springs emerge terribly slowly compared to the rest of the field. It was so slow that I thought it was gone. I took my eye off it and the crows attacked the patches as they eventually emerged. I can’t believe what I’ve seen wheat survive, I’m not exaggerating."
I know it’s off thread but what about oats in a similar situation ?
"Probably in between barley and wheat. If a patch of barley gets waterlogged then you have a bare patch, then working out from the patch you have very poor barley, then poor barley and then normal barley. With a wet patch of wheat or oats, you’ll have  a bare patch and then normal plants. Also, thin wheat or oats can set extra grains per ear and tiller more. Barley can’t compensate to the same degree. Spring oats here got a fair beating with wet in March. I don’t think I’ve ever had such a high yielding crop of spring oats. Very close to 4tn/ac (virgin oat ground)."
If it dried up I would stick in a second winter wheat. There is going to be a shortage of spring barley seed and I have have enough area destined for Beans .
Late winter wheat over spring wheat?
Possibly. A lot of iffs.
"With the difference between 23/4 French milling wheat and French Maize out to €25 and current crop for March out to €32, I will try to take any chance I get to avoid spring feed barley."
"The last of the wheat is up nicely, but it might be a few days before we can sow the rest."
"The only non-inversion tillage I did this year, it looks well considering."
Spread a few slug pellets on the non-inversion tilled wheat this evening.
"How do you fare with the slatted boards v conventional? I'm seriously thinking of changing to slatted board, we have very brittle soil and you'd tear your hair out some years with soil sticking. You are doing very nice work to be fair to you."
"I only went slats because a friend who I was buying 2 ploughs with,  (A 5F each) wanted slats. I don't think that they plough as nice a sod as No.28s, but they never stick, so if you are getting issues with sticking on No.8s slats are the answer. If I was buying again tomorrow I probably would go back to No.28s, but I would probably regret it a week later. Slats seem dearer to run than boards to me, but I haven't had them long enough to be sure by how much."
"In what way do you think the slats are not as nice gone? Coming from 8's to the older one piece slat, I am not completely convinced either. More broken finish but possibly not as inverted as level."
"It don't feel it works as well as No.28s at bigger widths and I think it doesn't invert the sod as well as No.28s, but I would think No30 slats are at least a match for No.8s at over 16"". Just No.28s are in a class of their own in good ground."
"Planted a small wheat trial this morning, land was just fit. Only for the patch being on a rise and being after beans I wouldn’t have been able to go. Land is just so wet around with a lot of springs flowing. No headlands involved either so no trampling. It’s a bit that won’t need to be done the next day."
Made a burst yesterday afternoon and today. Dawsum in after ley.
#grasstocorn
My favourite hashtag
"Graham going in today. Happy enough with the condition, all things considered."
"#mixedfarming Rotation, rotation, rotation."
Crops said: #grasstocorn Click to expand...
You’d know you’re looking forward to a nice trip overseas next week!!! (Very very envious).
"If I could get my Oats and the rest of my wheat sown, I would look forward to it with more zeal, but it bloody well rained here most of the afternoon, looking a spell of dry weather after tomorrow, so hopefully."
I was half tipsy all day from the carbon
"Some losses on the winter wheat but not too bad, still half hopeful of getting some more sown if next week comes good, but it is also looking like more spring barley."
"I laid out a few slates with meusli under them in our wheat to test for slug presence 2 days ago. The crop was sown into disced bean stubble that was only sprayed off 4-5 days previous so I was worried they'd be an issue with all the trash. Out of 5 slates only one had 3 slugs, the others varied between 0-2. I was expecting to see a lot more so I'm happy with that. The crop isn't looking as pretty as with @gone however"
It’s a very rough autumn for any sort of min till stuff.
A member of our group put out traps to see what sort of population there was.
"I was shown that pic the other day, frightening stuff…"
Yes our barley ground looks great but I was never really happy moving so fast with the wheat ground. Hopefully it pushes on
That's what I was fearing!
It's a bulk spreader you would want there not a quad spreader
"Anything we ploughed and sowed is dreamy looking , anything we gave a run of a tine machine through is looking well but the one field I disced and sowed is looking poor. The reason the field was disced was stones ."
What Tine  Machine had you? They are seemingly quite good in poor conditions.
All quiet on the western front. Two drier fields were finished yesterday with Graham. All the wettter fields were sown in a tight window before rain and the drier fields were left because even if it was left to spring we could be in early.  It is what it is now. The lorry driver that delivered the seed spread dung here as a boy soldier driving a Dual Power Massey 178 for the Hero Kelly .  He also drew in silage with a Zetor for Des Leybourne. The silage was made in a hole in the ground until one of the Neighbors snitched on us . He also drove the Zetor back to Tullow as an unlicensed 14 year old . Nearly as much illegal activity in the 1970’s as in what @Bencroy area has now .
"@Bog Man ,we dont do anything illegal, 🤣its just  we dont draw attention  to ourselves and its grand and nobody notices yan photo you took at the locks that time  is higher today,our women won a Connacht title yesterday. your ground mustn't be to bad when the loader is in the field, will straw be scare next year with so little winter crops in and providing it all grows after the wet"
With Climate change the Banana Belt is spreading faster than the Sahara desert. We will soon be praying for rain . The loader is sitting on twenty foot of Rabbit sand .
ya may get a few camel's  and the head gear to match
"Tine grubber , bought a 2014 3m Amazon cenius for handy money back in early October. Still sowing with the pronto behind it . They go deeper than the disc to bring up drier clay and also think it gives better drainage"
I took you up wrong I taught it was a tine drill you meant
"Not many bogs in the desert, he'll have to change his name."
Don’t want to be alarming fellas 🤣 but I’m thinking bout a bitta Dawsum
"Dawsum going in after beans , wanted to min till but the weather didn’t allow , 188kg/ha"
"I have a field of beet that will be pulled the 1st week in December it's normally mid January when a field would be cleared and it goes for SB which is a bit of a waste of a break crop, how early in the new year could you chance WW and what would the cut off date be....."
I’d sow any time between now and 15th February. Edit: the yield potential will fall with each week that passes. A February sown winter wheat crop should be grown with a spring wheat level of input.
"Was it @Barrowsider that said last year he was never happy with winter wheat harvested the same year it’s sown, I could have tagged wrong person too"
"I think I heard that somewhere before too, are spring wheat varieties even worth a look at, the less SB the better I think, I've as much winter cereals as I'd planned sown providing they all grow this would be extra so not overly important"
"Everyone gives out about spring wheat on this but what makes me curious is the time I grew it the yield was 2.3 tonne an acre, it was sown the day before May started and the only thing growing in the field prior to it was rushes. I’d love to try spring wheat on kinder ground"
That’s not a convincing argument for spring wheat…. If you swapped the numbers around then perhaps! Early sowing is essential.
Those were the wise words of @KJL and I would be inclined to agree. We did try some last year and it worked out ok but it was drilled in the first week of February and had a full dry month afterwards so got away without too much hardship. It needs to be sown early and usually yields less than an autumn sown crop
"What yields are lads hoping for with SW nowadays, it's 10 years or more since we had it, the last memory of it was the straw being a gorgeous colour. Might be too much hassle spraying a small amount of it"
I’d say if you get 3.5tn you’re doing fine. 2023 was the best year I ever remember for it with numerous crops doing 4tn but it’s not a yield I’d normally expect. The straw does look nice as it doesn’t get the Septoria roasting that winter wheat gets.
I'm sure we have a spring wheat thread somewhere but I assume that was sown in the dry spell in February? Wouldn't want to be banking on that coming again...
Mine did 3.5 last year at 127 units of N. For seed after beans. I’ll be trying it again this year.
"We've had sw the last 3 years for seed after beet. Works in well because we leave beet in the ground till the spring. 2021 was the best year, cleared 4t with a variety called Duncan. This year and last were just over the 3.5t mark with Escape in 2022 and Fixum in 2023. Golden spring wheat straw is an easy sell to any lad using a diet feeder."
Supper time for slugs
""
Same left tramlines for the quad.....
Making a start ploughing for Dawsum wheat. Most of it turning up well but some areas are tougher and damper due to clay content. Ploughing the tougher areas first and it’ll get a couple of days before planting. Pellets were applied yesterday and no shortage of dead slugs on the surface this morning.
Are those worn tips that you have stuck onto the landslides ?  I should have patented the idea !
Some people would be envious of what you term the tougher areas..
Not using the press??
"No, the soil is damp enough in parts so I think I’d prefer to just leave it more open for drying over the next day or two. The contractor has invested in 710 tyres for the planter tractor so he’s almost pressing the full 3m."
"Ha, no - they’re wear plates from Mike Roche. They just bolt on, seem to a very good job."
Threw out a kg of pellets yesterday too on the back of your suggestion. Glad I did it when you see the results today. Happy enough to press it too.
"I can’t claim any rights to the idea of pre-baiting, it was @Blackwater boy that initially suggested it to me a few years ago. I think it’s very good in situations where you know there are a lot of slugs present. There are really small ones dead on the stone in the picture."
Us poor sheep farmers can’t afford such luxuries. I find worn tips do a great job in prolonging the life of landslides.
Try old forager knifes work a treat last for ages
"Dawsum sown 18 days just peeping, crows gone rioting on it the last 2 days."
View attachment IMG_2864.mov Dawsum wheat going in this evening following Caprice spring beans. Land has dried out really well over the two past days since it was turned up to the air.
"Black rims, he must be a serious operator."
"Pimp my wheels, very serious operator. Number one contractor in East Cork."
There's no counting for taste
"We can’t all be parading around in the jd/lemken colours , we have to come up with other ideas"
Sown Wednesday. Forecast looks dry. Crows are rampant and so are slugs. Is the loader allowed if you have pallets forks on??
Straight down to the confession box for you.
I suppose you have wellies on too
It is so dry he had the tops of the wellies turned down .
It's 365 Birkenstocks around here.
"I had a shirt and tie on when ploughing during the week, @Bog Man style in case anyone called to inspect the work. It also protrays the image of a tillage man doing well and it upsets the cow man that might have an eye on the land. If you have no furniture, paint the front door."
Christ I'd leave desperate tracks if I'd 2 tonne of fert up front not to mind it would kill the steering.
Put on Tower and aphicide on the Graham today. Conditions great after the dry week. Most of it still there despite 290mm rain since it was sown.
"Spats , a shortening of spatterdashes , or spatter guards are a type of footwear accessory for outdoor wear, covering the instep and the ankle. Spats are distinct from gaiters , which are garments worn over the lower trouser leg as well as the shoe"
Looking to take advantage of this rare dry spell to sow the last bit of Graham. What sort of seed rate are people using this time of year? Crows usually a problem round here
I’d aim for 475-500 seeds/m2
"I am hoping to sow in the next couple of days and I will be going with a good bit lower a seed rate. I will be aiming to sow @ 215kg/ha or about 420/440 seeds/M² I don't have an exact 1,000 grain weight."
"Getting ready for the last wheat plots of the year, 2000 of them to go here. 10mm of rain between Sunday night and last night was very unwelcome. Plenty of moisture in the soil but it should dry now it’s been turned up."
First time I have had a serious look at the first Dawsum wheat sown and if I take the right tablets and use the good glasses I might actually have a semi respectable crop in some fields .
"A beautiful calm, crisp sunny day. Got the wheat Septoria plots in following WOSR. Approx 2000 plots, all in sequential order. 5-6 acres in all, I’ll put thread over the whole area to keep the crows away."
"6 acres of thread, Jaysus. How far apart will you put the thread/poles to hold it up?"
Jaysus is right…. It’s a fair chore but it’s worth it. Probably get it to span 30-40ft.
Have you any pics of how you've done it before? I worked with trials for a little while and we had to put up thread with bamboo canes. Hated it.
I’m afraid not but I’ll take some when I’ve it done.
I could see ye today from 4.5 miles away. Could make out the blue and white of the little ford. You get away with nothing around here.
"My God, you have better eyesight than me!!! The little Ford was bought new at Abernethys in 1976 by Charlie Hyde of Hill Farm, Ballycotton. It hasn’t reached 6000 hrs yet."
When I say I could see ye I mean I knew where to look and had a rough idea where the ford was. Them old tractors will keep going when they are minded. We've 1982 John Deere 2040s and it runs like a clock. Starts first tip everytime.
Finished the wheat yesterday. Black with crows this morning 😡
"Dawsum sown 4 days, not hanging around. Ten crows won’t see Christmas."
"That’s 5 acres threaded, I think I’ll sit down now. I have stiff plastic poles, try to avoid using bamboo canes if I can. Spans are 28m x 12m. It should keep the crows off, I’ll put up more runs of thread if they manage to go at it. A 2m path has been left every 12m in case it needs to be slug pelleted (it was pelleted a week before ploughing. 3-4000m of thread used."
Fair play. I'm surprised how big the spans are. I think what we did at the time was certainly overkill. This looks a bit more manageable!
"Yes, it’s a killer if the spans are very short. Bamboo canes will bend so it’s hard to keep the thread tight with them. Not to mention the splinters… The thread is very strong, it’s rare to see it snap."
"Frost on the ploughing tis morn hard to break down the lumps , hope der isn’t too much rain for next wk on top of what’s being sat into very marginal conditions especially in headlands"
"I must crops if it wasn't for ""people"" like yourself ""we'd never have new varieties of feck all to grow that's going the extra mile .. Out of interest when your growing a trial plot of new varieties how on earth do put on fertilizer and crop protection products , I take it each individual plot just gets the same as in you fert and spray the same as you would for one complete field or do you have to do individual plots????"
Would ye be brave enough
"Ha, fair question. In the variety testing, all of the varieties that I am testing in a given trial will get the same chemical and fertiliser inputs at the same time. In general, each variety is planted 4 times (4 replications) and I will often give no fungicide to one replication of each variety to compare their genetic disease resistance. In the trial where I was using the thread, this is purely a wheat trial to test for Septoria resistance. The plots are very small and are only for disease observations, they won't be compared for yield. In this case, all of the plots will receive the normal level of inputs except for fungicides for which they will receive none. I hope that makes sense?"
"@Big Vern this is me spraying the variety plots today, as you can see the tramlines run at 90 degrees to the plots so they can all get the exact same treatment."
"Crops, Thanks for all that info, ""you"" just think that the agronomist comes each year and says yeah yeah we've got a new variety you could try next year it'll do this or that , it makes me realise how much work people like Pearce sees put in (through) their network of trial farmers to ensure that there are new varieties, that disease resistance and yeald improves Top work fella. Edit you clearly have better weather there than here ... It's minus 4 ATM..... All the floods down on the levels are like skating rinks...."
"Yes, I know Pearce Seeds. They seem like a progressive outfit."
December wheat madness
Graham going in at 215kg/Ha.
"Finishing off the last of the winter wheat, I have some company ploughing."
"2023 over and done, and may the likes of this bastard of year not be seen again."
I see a crow 🐦‍⬛ in the field. Don’t shoot him .
Winter wheat getting 2L of Tower pre-emerge.
Great to have that done before the land gets wet again. The tramlines should be firm after it.
Non-inversion tillage wheat getting 2L of Tower and 2kg of Combitop
"Graham, sown 5 weeks. Happy to see rows of plants. Crows have taken some seeds and emerging plants but I'm happy enough with what is there, sown at 375 seeds/sq metre."
3 weeks and 3 days later the Champion has emerged. Crows making a scratch here and there but nothing of major concern.
Champion variety for a champion grower
"The Tower is working, but probably still will need a tidy up in the spring."
Min till wheat sown with tine drill 11/11/23. Field was been sown with a different drill when it opened out of the heavens and what hadn't been drilled yet was in muck and was only fit for a tine drill. All wet spots are up
That’s really nice. Why would you not use it in better conditions in October when it ends up like that?
Very impressive I heard good things from someone about the work a tined KV drill did this autumn further up the country.
You could. It doesn't leave as nice a finish so when your sowing ground can appear a bit unlevel behind wheels of Tractor ( could be sorted with a few modifications). Also seed placement can be quite deep so you would sweating a bit until it comes up. I actually had planned to use it as main drill but got cold feet and used a drill I was more familiar with until had no choice only use the tine drill
Seen it in action very very impressive if it the one I’m thinking of with a fendt in front
"Is it a mounted type tine drill you use?, what cultivation was done before the drill?  It’s impressive looking work, there’s a lot of talk lately about tine drills it seems like a good way to go, I’d just be sceptical in our area how they’d work with the amount of stones and very variable conditions. it’s difficult in our area to break out of a plough based system but it’s something we should be looking into more."
Yes 4.8m mounted. That particular field just had 1 run of a Horsch terrano legged cultivator before sowing. These type drills will bring up a certain quantity of stones but in terms of variability of soils and conditions they will cope better than anything else
I thought you had it sold!!
"Just as well I hadn't, sorted out the eradicators and couple more adjustments/modifications should sort out any issues I had with it"
Was that it on dd a while back @Oakley
It did a brief spell
"Wheat plots sown 4 weeks emerging nicely. On a bit of crow duty this morning, commercial wheat is emerging well but it also makes it easier for them to find the plants. Executed a few which keeps them away for a couple of days."
"Jeepers,I thought John McCririck was dead!!"
"That’s a new name to me, I initially thought you knew a crow or jackdaw of that name so I had to google it. I certainly had a better morning than the crows and that camouflage works very well. There’s nothing more satisfying than hitting a crow a long way out and then seeing him spin like a helicopter to ground, thud."
I'd be on first name terms with the crows!!!
Dawsum wheat sown on the 24th November making a welcome appearance this morning.
"11th of November sown champion in first 2 pics and the 2nd two are 7th of November sown Dawsum, there is/was twice the vigour in the Dawsum"
Based on our experience the Champion is saving its vigour for the stem extension phase.
"We had a wheat variety with similarly bad straw in trials, it yielded extremely well in official trials in 2022 but lodged in official trials in 2023. I decided to stop it progressing any further once I saw the first plot of it lodged, it hadn’t been harvested yet but there was no point fooling myself or anyone else. I’m testing varieties with 20 years, it’s a pet hate of mine when people market/sell varieties that haven’t been properly tested and have known serious weaknesses."
"I was looking at 3 crops of it locally last year and they all stood ok, none were really thick so were not really high pressure."
"Yeah, the official trials showed a different picture, the lodging weakness was even mentioned by the Dept of Ag at the Teagasc crops seminar in September. In fairness, these kind of varieties can get away fine in some fields but they show up when pushed. I just hate the marketing that’s used despite the fact that such weaknesses can end up costing a grower a lot of money. If a variety had some special qualities like 10% more yield or was fabulous on disease then one could weigh up the risks but that doesn’t apply with this variety."
The wheat planted on the 2nd of December is up nicely and what was planted on the 4th is just peeping.
Winter wheat looking well from over the ditch yesterday
Had you @Masseyrk662 giving you a hand at planting?
We planted a few wet areas on December 5th and its peeping too. Very unusual to see December drilled wheat emerge before the new year. Have a simple soil thermometer in the lawn behind the house. Have never seen double digit values before in either December or Juanuary.
Before Christmas I was happy with our wheat sown 27th Nov. Had a crow banger set up and it was doing a great job keeping them away. Went out today only to discover somebody had turned it off over the holiday. Crows have had a field day ever since it seems. If it was causing a disturbance I would have appreciated a call to say so and we could have worked around it
"Hopefully the banger wasn’t damaged, some people can be cranky enough about them. I once put a loader bucket over a banger to keep it safe, only a tunneller could get at it. I think the gun is your best option to keep the crows off it properly until it gets two leaves. Ours was sown the same time and is not near any other crops. A little bit of damage but nothing I’d worry about. I’ve gone there a number of times and spent a couple of hours shooting, then tear up the bodies and scatter them across the field, it works well."
I like your improvisation! With the banger doing a job for a couple weeks and it then being a busy time of year I had gotten lacks checking it. Been meaning to get myself a hide for that job too. I don't think there's anything I hate more than crows
Was it on a timer or running all the time?
"It was on a timer for daylight, stopped before sunset"
Timer or light sensor.  Sometimes the daylight sensor doesn’t turn off it there is a full moon
"At least you tried. There’s a field around here sown for the last few weeks, just after the few dry days. Looked lovely, a nice tasty job. However no banger, no shooting, no attempt of any kind to keep the crows off. I pass it at least twice daily and every crow in the parish has had their 3 squares a day there since then. I’d love to know how it produces come harvest."
Timer I'm pretty sure. The fella in the shop set it up before dad left with it
"Just when you mention crow bangers, which is the best make/model to buy. Thanks"
Ours is a Zon Mark 4. Dad just returned with that so no research done before buying it. The mechanism was stiff at the start so the interval timer wouldnt trigger beyond a few minutes for us. It should be able to be set to to fire between every 1 and 30 minutes I think. Ours is probably going more regular than is necessary
"This Champion is after taking a fair hammering from wind and rain the last 2 weeks. Hopefully we're past that now. I was a small bit concerned where the tractor drove when I rolled it, but there are plants emerging. Few more weeks you'd hardly spot them. The beauty of the 12m roller is you're on a tramline every 2nd run."
"The best banger i have is and old exid with the long barrel fitted with a electronic control kit some outfit in essex sell . 4 shots but usually 2 will leave all the crows in the next parish Some bang out of it nicknamed the  "" cannon ""  a man knowledgable about such things informed me it was in breach of some EU rule governing banger decibel volume ....."
"It will come on the finest in the wheel tracks, I rolled october sown wheat after osr and it looked terrible for weeks after, since early December it came on well and you would be hard pushed to pick out the wheel tracks this minute"
Did it get a bit of salt during the recent storms too perhaps? I’d say it’ll grow away from it fine. I think winter wheat and WOSR seem to handle the salt and winter winds better than winter barley or winter beans.
You wer some man to be out with a roller this autumn fair fcks to ya 🤝👏
This field is slightly north facing but we've more open fields of Graham closer to Ballycotton that got more of a doing. Not so much salt just young leaves flopping around in the wind. Only for it being mild they grew away out it again.
The slugs nearly pushed the roller around the field for me after the wosr.
The hunter becomes the hunted 🫢
"Late sown winter wheat is growing away nicely, it’s good to have a bit of dry weather to take the pressure off the crops."
How many seeds/m² did you sow it at?
Approx 490
